wavelength_nm,launch_power_dBm,temperature_C,mod_format,snr_dB,ber
1531.8888753756858,-3.8572697879332174,20.395139599422755,QAM16,24.56114998659199,2.0096613749843066e-64
1556.682983419076,1.6161661154185714,51.01683530603756,QAM16,30.942285600779822,1.950476243649615e-272
1532.4982778240765,1.6472802992793567,48.68989849918559,PAM4,32.080764253534106,0.0
1570.372819410832,7.346450344810485,33.758181669728074,QAM16,35.62299522170529,0.0
1538.553125527956,2.5624076613851243,27.645982599604228,QAM16,32.08728418018171,0.0
1566.578969103215,-9.808307396594744,39.99632180724007,NRZ,27.700247547141224,2.198364232520432e-130
1528.123833964295,0.35332075544225017,39.55274942167274,PAM4,30.632035993001647,8.028428868208221e-254
1528.2221406667431,-1.6069049697187143,25.461669571068143,PAM4,29.075768060954807,4.214661445795113e-178
1549.0315909449612,-5.684000124753251,24.747107830121273,NRZ,30.90878676158962,2.31525518382361e-270
1552.7335314342702,7.55985877987932,51.5385410947844,NRZ,43.35366203507726,0.0
1542.0798516076466,0.7288836726944026,52.124050083350795,NRZ,37.35122737963391,0.0
1567.033885040773,0.11141717024932163,29.194368718774616,NRZ,35.93479410026005,0.0
1527.3460286755926,2.1150990416843363,38.28163467280001,NRZ,37.81826020233616,0.0
1529.5990547363047,7.120840987160479,55.598143085184915,QAM16,35.27914916384008,0.0
1555.4543744177863,5.699444063319898,23.937879909811365,NRZ,42.39645482730561,0.0
1556.9739131570955,-7.410353367303808,26.062330569660183,QAM16,21.551525059237157,3.02978055193982e-33
1560.6572566729392,-1.3471902982739747,36.31113698704835,PAM4,30.11212673893931,1.8548302248222125e-225
1562.3777329268253,-2.5460272026656927,55.15186359198307,QAM16,26.568193800300186,5.50003944431782e-101
1528.7353609873642,-7.080873134511602,56.492701504372874,NRZ,27.242386339599022,1.4447889215399756e-117
1539.8280870992708,-8.956029268507539,38.12073824113609,PAM4,24.565672769280766,1.730717611305985e-64
1552.095883500666,8.94276510504622,58.502801996405424,QAM16,38.43165793971452,0.0
1547.4475932529037,-4.610857628597347,46.28582016140455,PAM4,25.766645699466533,2.432062633636901e-84
1534.093184412633,2.900639322504026,46.88936924657904,NRZ,38.91997810079694,0.0
1544.949041412621,9.131073145362505,57.8488225155491,QAM16,37.605038100205185,0.0
1549.0495852771676,1.1336050531745,38.86408423989347,NRZ,36.09248962612773,0.0
1529.7807416400053,4.308794329835872,44.69903160206317,QAM16,34.347203223399035,0.0
1548.1954383057443,2.843047827536407,41.89453392242909,PAM4,34.01506551401272,0.0
1536.011140966367,-6.152544715790214,41.38482945919122,NRZ,31.0875116820909,1.287091127653072e-281
1555.4287109020813,8.703496004235568,32.40133029632007,QAM16,38.034938654019804,0.0
1569.2345296249548,8.205574329989814,36.045515455435655,QAM16,37.17977934076703,0.0
1551.9209909418605,-8.304094195764932,33.86116237748316,NRZ,28.97504478050809,4.505206512615052e-174
1530.3052292120265,-2.9350829823338853,31.351283420958485,PAM4,28.043911052332955,6.23824238416778e-141
1561.2208079375807,-4.406891494141965,22.7408825810165,QAM16,23.46474726909123,1.6052201563109607e-50
1548.1772130649401,-1.5380356382299198,41.193077449743626,QAM16,28.08655487580028,2.6745433328931145e-142
1556.5534512643371,-8.170965062567472,54.65462179705998,NRZ,29.081214861687712,2.536403409626847e-178
1572.2873161651848,-3.780087695966905,41.440296190562,QAM16,26.81825789566058,7.727439608396456e-107
1541.5504490767837,-6.070507931326771,20.809499989523793,NRZ,32.55272723852872,0.0
1536.1540330011514,-8.780126072280757,41.94893664742565,QAM16,19.451370452357004,3.060377641642909e-21
1557.7057138907435,8.920576263680339,41.81625191061875,NRZ,45.53429474569621,0.0
1529.6567893036226,-9.423328524928799,25.68570747773154,PAM4,22.859108255762244,3.252287248206248e-44
1563.9811767171325,-4.341893269015086,27.114197142832346,NRZ,33.88969737737397,0.0
1544.168032798409,3.4959530316825327,40.89017265411285,PAM4,35.363632324551155,0.0
1558.351943262567,0.7035785880019452,37.613910954676996,PAM4,31.121922375196235,7.744598593671204e-284
1554.2256842731622,-4.612797116646856,37.216021392139005,PAM4,28.561366705760197,1.8035602432410295e-158
1546.278701523471,4.583812664760362,52.10903608232518,PAM4,36.63287137722932,0.0
1534.9902863765506,-2.420031766964985,57.54810227546143,NRZ,34.585404026518425,0.0
1532.3032682931957,-4.142375839407029,40.75578902688268,QAM16,23.42740774348201,4.170545438016485e-50
1569.0067914945155,-4.371089105356698,57.97733275957922,QAM16,23.76617946625899,5.307303711803608e-54
1555.3691584582602,-4.61246908231586,40.92867175008173,PAM4,26.894385928205605,1.0929038281012275e-108
1529.9767781083028,7.997875580389526,29.674746373181485,NRZ,44.035502565103855,0.0
1546.270170814978,1.8799758221180585,37.95638475947547,PAM4,34.55458832212388,0.0
1565.5181539798416,-6.77334037524409,37.31705972805966,PAM4,24.68450729915243,3.226486361229617e-66
1531.2611635789788,1.4386018060539096,54.56227119860105,PAM4,31.724808084902463,0.0
1532.6955398774528,-0.6519537621536875,43.117419698978466,NRZ,35.39805370497866,0.0
1569.3327057580948,3.6566275066049903,45.17472827277216,PAM4,34.7754909533298,0.0
1550.7326615656602,9.453672747515254,51.011642945922304,NRZ,47.30904243325034,0.0
1568.5314991408356,-9.441670339950583,41.48698434839014,QAM16,18.725616952840774,2.926915283078672e-18
1570.828151513125,3.114359286513406,35.721513233349086,QAM16,30.9046980230284,4.137196262636805e-270
1544.0283468883106,3.473797519799109,27.381300549947536,PAM4,33.94336378045636,0.0
1525.172121194842,1.6288622035199718,35.201113437123134,QAM16,28.091935846600567,1.7934890121928066e-142
1539.1311379383062,-6.78146531145019,52.50498257225399,PAM4,25.4659522117931,7.608655547421343e-79
1567.5638399263328,-2.462674771181692,25.6015170340064,QAM16,26.54427771623709,1.9171879304471474e-100
1541.3559409874122,9.5056446901241,44.32444347971596,NRZ,46.89294641036555,0.0
1539.8165650308713,9.69654908889039,47.78270965214469,PAM4,42.30787523475266,0.0
1564.3099922514068,-5.021168111270395,29.91927255695279,PAM4,26.244642404112067,6.765734243256291e-94
1559.309103677197,3.9671172956016276,38.75301452646889,QAM16,33.9065663161136,0.0
1525.3106018843564,-6.012972569717916,46.52561363117688,NRZ,29.11737974458251,8.567459026270173e-180
1533.3321039532889,-1.3563170262361979,24.24028920912791,QAM16,27.739613809311777,1.4989046810624067e-131
1573.7999855821795,-4.755421790698328,58.961273554896195,QAM16,23.394334772513805,9.64979878892658e-50
1533.7457578083518,7.409818152690397,27.690066146695813,QAM16,36.82261232684111,0.0
1573.3519189265237,-6.9931628174368115,30.03424742603507,QAM16,21.73439312411833,1.3725510648178924e-34
1559.6660000519296,2.4748417848307414,52.373607318388096,NRZ,39.11421426831961,0.0
1567.2245023726841,-3.7750955649427476,59.952536629769575,PAM4,25.761691397660634,3.0173521938066426e-84
1549.0639183595365,-4.651388641526355,53.06660231677087,PAM4,27.431447630724243,1.0716380093016053e-122
1560.11561467683,-3.8745259649616592,46.57587062321208,QAM16,25.11370621184141,7.150143826755792e-73
1555.541638983051,1.7027065070337866,33.877002681981764,NRZ,37.65946382213631,0.0
1531.818385940345,-9.375941954613861,55.466189056552025,PAM4,20.695930964003974,1.1852373993130449e-27
1574.692757865026,7.466570145656968,20.821557989093485,NRZ,42.7528487982601,0.0
1562.545483408768,3.1016228042012273,28.374047033357797,NRZ,41.328940601994795,0.0
1563.0335904349552,-0.3564454944976436,48.99653620445176,QAM16,28.913413999245442,1.1839406940739294e-171
1525.242716049803,5.100092007586882,26.777108398786005,QAM16,32.11220746504412,0.0
1569.7330654027974,7.56260449606688,49.17590935835418,PAM4,39.456934008739935,0.0
1548.6291850752064,5.418954902344271,39.20012546731249,NRZ,42.008034930999536,0.0
1566.114080528802,1.9338695351614188,55.28548042491434,PAM4,32.33577421372499,0.0
1537.8432871114028,-5.495801747583453,49.746890429320764,QAM16,21.40244258388771,3.436938709906609e-32
1534.9259834747734,9.555184185180481,36.38401322786004,QAM16,36.77727846513119,0.0
1571.8195224010274,-8.411934200501145,23.75195327708818,NRZ,26.756498079666255,2.3165368521080798e-105
1541.0090073810193,9.118880784272145,36.50227759144592,PAM4,41.70470415670633,0.0
1539.0367796236978,-5.876601834601251,20.59032201120337,QAM16,22.338918235323582,1.8733757869291628e-39
1569.7778788088917,8.506898598195733,30.0936589771876,PAM4,41.196751745666965,0.0
1550.9911054552585,9.319786038970094,37.92247274016307,NRZ,44.741912120009296,0.0
1548.3482711112692,-4.525662135432908,25.834408854502495,QAM16,23.295930242107183,1.1280574820742952e-48
1553.9261574364173,7.069954791102074,48.46426266067762,PAM4,38.78241003429839,0.0
1539.5772299478665,8.213294275813656,52.54462517055537,PAM4,39.89344678084161,0.0
1549.6178122535937,-7.028845407562376,47.93497495043623,PAM4,23.148210877396206,4.080682989620223e-47
1565.8598072642912,-7.98545281754776,57.17298064363816,NRZ,28.075188196891258,6.210847643758517e-142
1552.0094169523466,9.180062692334808,24.754571310307586,NRZ,46.24618419152666,0.0
1567.1679952035952,5.467429078916311,45.5811150902124,QAM16,32.681531559385554,0.0
1560.8937430544488,-5.875375753258907,50.16196569549275,QAM16,21.096238343650413,3.9176250912207156e-30
1541.459525744074,7.821065099530906,39.620590060375335,PAM4,41.77242623639873,0.0
1556.8974908658267,3.5750991699630807,22.129998172875087,QAM16,30.881792259555755,1.0584580146703575e-268
1530.3076361496037,3.3340510695625247,49.452867073970346,NRZ,41.511680320974975,0.0
1529.7922344568815,5.602334578681734,34.565560738819265,QAM16,32.98271596112936,0.0
1533.3461389960478,8.841404887958635,56.587174956051605,QAM16,36.57121313408726,0.0
1556.3813641968175,7.316363934746186,51.053598139008265,PAM4,38.84964434956817,0.0
1572.7901219724306,-9.103429778808245,30.12257833918587,QAM16,19.25506113446491,2.1937054690161332e-20
1536.0945757384313,-7.262033985913781,29.720220949254575,NRZ,28.292197696387042,4.361337717358573e-149
1572.2537212727525,7.604382865677852,36.84346097875091,PAM4,39.22606922995168,0.0
1573.930433555085,8.665668800723019,53.5151370946646,NRZ,43.06346014961013,0.0
1526.2716198813564,-2.807857863979275,48.01817795117084,QAM16,23.280812117275687,1.6377892789534333e-48
1543.6294685197686,7.979297177781534,31.145911662808047,QAM16,38.477828469969616,0.0
1573.6723462835753,-3.3704878919889647,30.758561460709558,NRZ,31.713654577881176,0.0
1558.526730231831,3.1007896060588958,20.1021665754645,NRZ,39.77924004218865,0.0
1540.8451283819043,5.588274533326565,26.586462855790888,QAM16,33.51981522646604,0.0
1528.081609663835,-9.62048239803278,58.38091844557131,PAM4,19.646270017359722,3.9611474028373994e-22
1534.219997383174,3.570356057316948,51.50723155101503,PAM4,34.81368585382259,0.0
1542.8324530873392,4.618317028069674,45.04872406164977,PAM4,37.04319234389751,0.0
1564.2143121302083,5.164895441217803,54.266328946179925,NRZ,39.650356409014215,0.0
1560.2637839951492,4.730227611414777,50.590606849654584,PAM4,37.159072842283685,0.0
1551.9042028858887,-8.613676349127717,55.590436558581104,PAM4,22.360205827400836,1.2267050719494639e-39
1547.1502099404447,-7.984500171985889,21.66700316220359,QAM16,21.92855437829422,4.4438401401775446e-36
1526.9922794812635,9.939776004569607,57.64117408768818,PAM4,41.99177190194197,0.0
1564.991347994769,8.5165985337553,37.14646531947383,PAM4,40.35738776984915,0.0
1564.0407836516758,5.372216507153005,54.04510185475074,PAM4,37.924350776971366,0.0
1540.1407339466757,-6.035916260979168,46.41034873483797,QAM16,23.20861016890884,9.547837120328635e-48
1537.3779458084468,9.420117055508129,51.48737897936363,QAM16,37.82725378416893,0.0
1567.0758385935558,-0.6410533052000877,39.355582408907566,NRZ,38.12166782432794,0.0
1560.8127265170506,-1.3509684484953688,59.84974441711126,PAM4,30.825349838733334,2.901100489431507e-265
1568.5559617760398,-2.2216512583795356,23.539817307320412,NRZ,33.92541251818978,0.0
1544.587636664097,-4.946930581086974,53.11583956845381,QAM16,23.216353153861288,7.914103126707099e-48
1559.3063628534776,-7.402510997773717,38.612915006087796,NRZ,27.30212566955007,3.6553986586769367e-119
1559.6732563560402,7.57173099019975,44.680971202867624,PAM4,37.969589486399116,0.0
1562.3418914686906,-2.487064892510169,31.234511769881262,QAM16,25.313987322483417,3.2923850600230295e-76
1535.3676809907242,-9.569201638643774,31.35344664996363,QAM16,20.313690863650233,1.7380537059900182e-25
1559.1452399976386,4.839367232828494,38.268123595652455,PAM4,36.497420737173435,0.0
1556.7440401677547,-6.64032092504023,58.42595969051499,NRZ,31.202064739421367,4.451837762503235e-289
1547.965206239035,-9.31660100421537,47.160453690826486,PAM4,21.8303994867665,2.5654092169964085e-35
1567.560312942073,5.969710703608946,44.47331941503764,NRZ,42.41139920860635,0.0
1553.0346571453115,6.597612668683988,32.491440520502294,PAM4,37.0675633812564,0.0
1530.0965004226603,-9.197193559251335,21.852781392974087,QAM16,19.4522039042032,3.034318560534824e-21
1570.557060469113,-0.8486908902524282,30.704558141798902,QAM16,29.633189125097157,3.6216131809558086e-202
1571.2713457733455,8.894704041886088,53.84327812575103,PAM4,39.312298712789996,0.0
1544.4451861179127,7.483951969572431,38.9326713713307,NRZ,42.27643608332364,0.0
1568.3600125734577,0.20082612278523593,49.7468394259462,NRZ,35.4159274465004,0.0
1558.2083903681305,0.9606790535155252,28.14137825247054,QAM16,31.1677087330522,8.070409632360676e-287
1539.8087144444696,-3.330662654724854,42.87352858947372,NRZ,33.751115154696,0.0
1568.5931939249397,9.12785577837844,43.84330099146997,PAM4,40.896845678285764,0.0
1530.3906157442818,-1.3427242706773113,32.949759920345,PAM4,30.089786917568276,2.586313874269399e-224
1570.2601174219992,-4.443727668010213,22.123517189499744,PAM4,26.88131512868934,2.2825946210058923e-108
1533.9103281850735,-4.919251212806087,40.08126192705871,PAM4,27.120254197351677,2.2752610409253644e-114
1526.6139990856768,-6.858010508555548,34.36446791549575,NRZ,28.19681448751391,6.727418234115498e-146
1530.041478475507,8.451754115924219,29.08952891942686,PAM4,40.50818537603922,0.0
1574.2912139119799,-1.6068682950824553,46.98355744476931,NRZ,34.33675938994573,0.0
1533.0054919139125,-3.3484567594421732,47.10832871225653,PAM4,28.597760215602612,8.75512668008945e-160
1540.1353560658144,-5.980833818356166,46.14165996753353,QAM16,23.550437000839946,1.739468594714259e-51
1553.9808901836047,-7.1817985919330285,53.19022982509417,QAM16,20.172128673771653,9.898624393146824e-25
1571.6256799700927,-5.57492662379218,58.7867437313987,NRZ,30.878135410304527,1.7732344676901827e-268
1549.6937837222,-5.519486146591497,34.13796397622831,QAM16,22.629899875787377,4.784003297296143e-42
1536.2116131878538,-6.664492151551416,56.39617787477009,QAM16,21.380270653654804,4.897671713693439e-32
1528.6636213339225,3.547143902538159,24.911897619045927,NRZ,38.200428090965,0.0
1557.5814622134878,6.97059002164565,34.3636428994271,QAM16,37.32721686841695,0.0
1531.7930952307943,-1.343026257411526,38.91422140706287,QAM16,25.996524171130883,8.342286772858739e-89
1559.0691150782934,-8.20683387349459,35.642892323020476,PAM4,23.112748978202735,9.485480467048093e-47
1572.303590315382,1.2860769231023683,32.89942342768577,NRZ,37.197276749702866,0.0
1548.1456123294513,-8.435291479148248,31.741484180776443,PAM4,24.403583481350026,3.3303050447900135e-62
1544.759158325172,-1.1790363870828613,28.493433412297406,QAM16,28.192698746419257,9.20135331724332e-146
1556.7093292660452,-5.640376231085287,56.70459118998887,QAM16,24.033970772289376,2.6562271888139937e-57
1548.8943463781989,-6.69737686894627,35.61046042575106,QAM16,22.831853528814403,5.969471807238419e-44
1549.7080250716228,0.8540199884713018,28.6406986546635,QAM16,29.490321120487625,1.0569636334596198e-195
1565.8413199198324,0.49057851228767824,53.98300250732651,QAM16,27.10885417085867,4.4762270009468136e-114
1552.0851003708149,-5.5748932466020324,54.71623105610937,QAM16,21.880656953575063,1.0506073753831094e-35
1554.852161253143,-5.3403374419144845,26.580858472221824,QAM16,23.298136657690687,1.0681982446553045e-48
1540.7821771577842,1.9893381036816882,51.90551642865055,NRZ,39.48259856918728,0.0
1557.46278975809,8.728217092217418,57.49774512956213,NRZ,43.75327243697324,0.0
1552.4639645106165,5.6900801891269115,58.015143170844965,PAM4,39.633570392633,0.0
1545.830735471982,-8.320573740115709,27.8373483900888,QAM16,21.142998109995474,1.9416160654036528e-30
1541.0009424753782,-2.735471182373428,24.652502091585177,QAM16,24.944544437443827,3.593940770420913e-70
1530.8792275224253,-3.6481564473769024,39.853589512698875,NRZ,33.330359201611365,0.0
1534.7409669446747,6.918697957111306,33.144866612016386,QAM16,35.34673736842429,0.0
1549.3377451677504,4.50488452008126,28.327479838010802,QAM16,34.24078832191401,0.0
1554.4505080474437,-6.517448372713821,42.94460377476635,NRZ,31.95368884149836,0.0
1549.8917835462214,7.058886721711303,34.52268972830724,NRZ,43.38087797473532,0.0
1540.79420428876,0.059595522114985755,23.8259120141199,QAM16,28.592846962416075,1.3191128450283217e-159
1550.5688440123574,-6.860691204890312,47.072807197195885,QAM16,21.4715521136773,1.1263927438386114e-32
1547.1285138750684,3.6489432507962793,32.440862245415154,NRZ,40.88856317335768,0.0
1561.151051080629,-2.44101776035643,43.49402372714976,QAM16,26.114134796364752,3.5015707314192386e-91
1563.170656158405,-5.193029157048555,57.8310683014659,PAM4,25.187352846279847,4.416885672406181e-74
1558.0843800192495,-8.071482458958176,32.779895073416974,NRZ,27.708214205089167,1.2791403832344662e-130
1566.0657961427814,7.0639153879131955,54.19722270499615,QAM16,34.88938709074322,0.0
1525.7882311697683,3.7922648975375495,31.106868393014487,NRZ,39.664177360051426,0.0
1556.2370430641577,1.8090151193129111,39.98691275484333,PAM4,34.4510221178567,0.0
1530.2379585464641,-4.422952170505048,49.55078655624918,PAM4,27.145226130244517,5.13551291686356e-115
1556.2787501581568,-5.311406093320921,46.8141173535308,PAM4,26.323756336065163,1.3965719088933633e-95
1554.7789787960542,4.099423600386367,40.403303555569686,QAM16,32.68849246866609,0.0
1545.4539205741949,6.5401219716579595,33.43602852647216,NRZ,43.248959632808386,0.0
1545.6840841944488,-8.476738273499135,54.89847171603046,QAM16,19.614314980939696,5.573431760321522e-22
1526.9967257355256,-7.911803382057794,27.515097347024536,PAM4,23.110296216162038,1.005279465888124e-46
1527.4260670642768,6.558510240282846,31.295429939178817,QAM16,32.726326878615154,0.0
1541.4438802804011,-2.877507987875878,37.182285088407674,QAM16,25.791747326719555,8.125258621360203e-85
1563.8857870407721,2.5115812088192957,52.43854632465232,QAM16,31.784449364062347,0.0
1539.8397508610626,8.132625798710986,31.888152628061608,QAM16,35.53639712401575,0.0
1562.1589257798285,-2.0385849266272693,23.40357928243016,QAM16,26.01750758465612,3.176018830854521e-89
1567.4015352084089,-5.232882856697357,59.82781534395795,NRZ,31.592206342837255,0.0
1540.1629960592775,7.354087860594582,31.182884756112482,PAM4,40.976149847406575,0.0
1529.930366945084,6.384519238893123,31.90488109238958,QAM16,33.1715417914948,0.0
1541.7020931755744,1.9133814851181685,23.371192186017925,PAM4,34.283880941227395,0.0
1565.2803580591108,-9.281669883932453,51.22386966386713,QAM16,19.712634237337614,1.9335522416579941e-22
1549.7913569084765,-8.25901180351682,51.09139210504509,NRZ,28.761121416575225,8.077761220561353e-166
1559.480503002535,-9.546264419390964,44.62093733206867,QAM16,19.180964021478395,4.510662330931522e-20
1550.3238073055993,2.4169684600012853,40.79175793372593,PAM4,34.85165541386348,0.0
1539.604383691391,3.5060113694708384,54.593095970786294,NRZ,40.42932583979011,0.0
1567.996795841386,4.97769527439615,27.48813671364679,PAM4,35.814057227365524,0.0
1573.4234848963883,-1.2722912040714007,29.648450899438984,PAM4,29.057333040314795,2.339708217734877e-177
1536.8333241888492,3.5925962660039534,57.89648891093668,QAM16,33.42848640430988,0.0
1554.5550067623435,8.833503351387911,27.587583904959317,NRZ,45.174640451158936,0.0
1540.65213372804,4.31082963612714,46.58008381314212,PAM4,36.4473457775716,0.0
1543.4644132689432,-5.920070968028906,22.86840370952488,QAM16,23.469873560920075,1.407113558148149e-50
1555.8346346284766,-7.761509027922447,42.92915098441927,NRZ,28.335573506780058,1.4671455448438474e-150
1574.2257810899623,-3.936306340173561,28.724186413686205,NRZ,30.407059126701043,3.941158387368416e-241
1568.5299365718797,6.495980338431986,58.386148405926754,PAM4,36.75804433926097,0.0
1566.7420716020993,7.325992117484182,42.98772957674926,NRZ,42.85601237750239,0.0
1560.7100165245809,-8.791204602057283,42.40410967474811,NRZ,27.0324126897438,3.996949938755372e-112
1545.885643833661,-1.0026179267452684,56.72613233805941,NRZ,35.622425605754174,0.0
1527.0801428094398,9.75738072387314,41.15014455786377,NRZ,46.58650030249496,0.0
1532.2264063937657,-1.3651296923594858,44.77547423980671,QAM16,25.585621012699995,5.490884698129975e-81
1565.9995913768848,4.606959092502445,49.75884613049508,PAM4,36.28656683708236,0.0
1534.962907236877,-1.695617829750149,22.333255534734032,NRZ,33.63706127814089,0.0
1554.085140658477,8.921679955197783,52.577092918865574,NRZ,46.19579490892869,0.0
1560.159923330245,-8.285310154303653,21.884246500390695,QAM16,21.521097584260072,5.00744748470571e-33
1560.173494639445,3.686871396064091,28.353636880550113,QAM16,32.340382660070745,0.0
1564.8969917701238,8.289814526932915,50.557380885148,NRZ,44.5221565575576,0.0
1568.2162183658756,8.742249767817151,27.77380433652887,QAM16,36.638561621178766,0.0
1532.292848768083,1.1996186811230491,27.28751683534774,NRZ,37.72964039120507,0.0
1533.675840715929,1.062579512960573,25.587363524342408,PAM4,34.083204901169914,0.0
1572.9090516739413,-6.795815518321884,54.924176232159724,PAM4,25.530624452028714,5.385238763066156e-80
1525.3011312285732,-5.823383208564019,36.44042592799165,NRZ,29.02428533942477,4.962961084098632e-176
1531.89119344069,4.6948529186671255,48.10255923700587,NRZ,40.56038458686514,0.0
1531.9606851912192,-4.215118604729429,44.791335657540145,PAM4,27.75204821569815,6.385197194180872e-132
1548.5577762669877,-8.72562502623996,35.43029513624753,NRZ,28.225387595049558,7.587580197778428e-147
1566.6351021826606,-1.3671434644192804,45.97347088446136,NRZ,36.154637767314384,0.0
1559.8279283870856,-8.315447416133267,39.27504924917973,QAM16,21.788803908881693,5.32960563984093e-35
1530.1424128554693,2.8381438707987217,41.20383352471289,NRZ,40.17236697537201,0.0
1545.2998868369893,5.09402497941656,24.431354718616735,PAM4,37.48962300918797,0.0
1559.9969271751818,1.7465107706235683,39.5279118423141,NRZ,38.40403264148071,0.0
1562.9509513154826,-1.0728949084561767,38.65392853106534,QAM16,27.096824197051724,9.124279205002964e-114
